id,team,class,time,x_pos,y_pos
1,0,0,448,193,332
4,0,0,448,241,115
6,0,0,448,418,254
10,0,0,449,80,213
3,1,0,449,372,367
9,1,0,449,597,212
7,1,0,449,593,280
5,1,0,449,348,178
1,0,0,449,193,332
4,0,0,449,241,114
11,0,0,449,111,271
15,-1,1,449,433,266
8,1,0,449,457,274
6,0,0,449,418,253
2,0,0,449,404,301
6,0,0,450,419,253
10,0,0,450,79,213
9,1,0,450,597,212
8,1,0,450,457,274
7,1,0,450,593,280
5,1,0,450,348,178
2,0,0,450,404,302
1,0,0,450,193,332
15,-1,1,450,433,266
11,0,0,450,110,270
3,1,0,450,373,368
4,0,0,450,242,114
11,0,0,451,110,270
8,1,0,451,457,274
10,0,0,451,79,211
1,0,0,451,193,333
9,1,0,451,597,212
15,-1,1,451,433,266
3,1,0,451,373,370
2,0,0,451,404,302
6,0,0,451,419,255
4,0,0,451,242,114
7,1,0,451,593,280
5,1,0,451,348,178
15,-1,1,452,433,266
8,1,0,452,457,274
2,0,0,452,405,302
6,0,0,452,419,255
10,0,0,452,79,211
4,0,0,452,243,115
1,0,0,452,193,332
11,0,0,452,110,270
3,1,0,452,374,370
9,1,0,452,597,212
7,1,0,452,593,279
5,1,0,452,348,178
15,-1,1,453,432,266
8,1,0,453,458,274
2,0,0,453,406,301
7,1,0,453,593,279
6,0,0,453,421,256
10,0,0,453,79,212
3,1,0,453,375,370
9,1,0,453,597,212
11,0,0,453,110,270
1,0,0,453,193,332
5,1,0,453,348,178
4,0,0,453,243,114
3,1,0,454,375,370
2,0,0,454,407,302
15,-1,1,454,432,267
1,0,0,454,193,332
8,1,0,454,459,275
5,1,0,454,348,178
6,0,0,454,420,258
4,0,0,454,243,114
11,0,0,454,111,270
10,0,0,454,79,212
9,1,0,454,596,213
7,1,0,454,593,279
5,1,0,455,348,178
9,1,0,455,597,212
10,0,0,455,79,212
15,-1,1,455,432,268
2,0,0,455,407,304
1,0,0,455,193,332
7,1,0,455,593,279
3,1,0,455,375,370
6,0,0,455,420,260
11,0,0,455,111,271
8,1,0,455,459,274
4,0,0,455,243,114
15,-1,1,456,432,268
7,1,0,456,593,279
11,0,0,456,111,270
9,1,0,456,597,212
6,0,0,456,420,261
1,0,0,456,193,332
2,0,0,456,406,304
5,1,0,456,348,177
3,1,0,456,375,370
10,0,0,456,79,212
8,1,0,456,459,274
4,0,0,456,244,115
2,0,0,457,407,306
9,1,0,457,596,212
1,0,0,457,193,332
10,0,0,457,80,213
15,-1,1,457,432,268
7,1,0,457,593,279
3,1,0,457,374,371
11,0,0,457,111,269
6,0,0,457,420,261
4,0,0,457,244,117
5,1,0,457,348,177
8,1,0,457,459,272
9,1,0,458,597,212
6,0,0,458,421,264
15,-1,1,458,432,268
4,0,0,458,245,119
5,1,0,458,347,177
7,1,0,458,594,279
2,0,0,458,407,307
8,1,0,458,457,272
10,0,0,458,80,213
11,0,0,458,111,269
3,1,0,458,374,370
1,0,0,458,193,332
11,0,0,459,111,269
6,0,0,459,422,264
3,1,0,459,374,370
9,1,0,459,596,212
10,0,0,459,80,213
1,0,0,459,194,333
15,-1,1,459,432,267
8,1,0,459,455,273
5,1,0,459,347,177
2,0,0,459,407,307
4,0,0,459,245,120
7,1,0,459,594,279
3,1,0,460,374,370
10,0,0,460,80,212
4,0,0,460,246,120
8,1,0,460,455,272
5,1,0,460,348,177
11,0,0,460,111,269
15,-1,1,460,433,267
6,0,0,460,422,267
2,0,0,460,407,307
9,1,0,460,596,212
1,0,0,460,194,333
7,1,0,460,594,278
5,1,0,461,348,177
2,0,0,461,407,307
10,0,0,461,79,212
1,0,0,461,193,332
3,1,0,461,374,370
7,1,0,461,594,279
4,0,0,461,246,120
9,1,0,461,596,212
11,0,0,461,112,271
8,1,0,461,455,273
15,-1,1,461,433,266
6,0,0,461,423,268
2,0,0,462,408,307
10,0,0,462,81,215
9,1,0,462,596,212
6,0,0,462,423,266
11,0,0,462,111,271
3,1,0,462,374,370
1,0,0,462,193,333
7,1,0,462,593,279
15,-1,1,462,433,266
8,1,0,462,455,272
4,0,0,462,247,121
5,1,0,462,348,177
9,1,0,463,596,212
7,1,0,463,593,279
8,1,0,463,455,272
6,0,0,463,423,266
11,0,0,463,111,271
5,1,0,463,348,177
1,0,0,463,193,333
15,-1,1,463,433,266
2,0,0,463,408,307
10,0,0,463,81,216
3,1,0,463,374,370
4,0,0,463,247,121
10,0,0,464,80,214
5,1,0,464,348,177
11,0,0,464,111,271
2,0,0,464,407,307
8,1,0,464,455,272
9,1,0,464,596,212
15,-1,1,464,433,266
7,1,0,464,594,279
6,0,0,464,424,266
4,0,0,464,247,120
3,1,0,464,373,370
1,0,0,464,193,333
9,1,0,465,596,212
15,-1,1,465,433,266
6,0,0,465,424,267
4,0,0,465,248,121
10,0,0,465,81,214
3,1,0,465,373,370
8,1,0,465,455,272
2,0,0,465,407,307
1,0,0,465,193,333
11,0,0,465,111,271
5,1,0,465,348,178
7,1,0,465,594,279
11,0,0,466,111,270
8,1,0,466,456,272
15,-1,1,466,433,266
10,0,0,466,80,213
6,0,0,466,424,268
5,1,0,466,348,179
2,0,0,466,407,308
9,1,0,466,597,212
4,0,0,466,248,121
3,1,0,466,374,370
1,0,0,466,193,332
7,1,0,466,593,279
3,1,0,467,374,370
10,0,0,467,80,213
2,0,0,467,406,307
7,1,0,467,593,279
8,1,0,467,456,271
5,1,0,467,348,178
4,0,0,467,249,121
9,1,0,467,597,212
11,0,0,467,110,270
1,0,0,467,193,333
6,0,0,467,425,268
15,-1,1,467,433,266
11,0,0,468,111,271
4,0,0,468,249,122
10,0,0,468,80,212
1,0,0,468,193,333
3,1,0,468,374,370
7,1,0,468,593,279
8,1,0,468,456,271
9,1,0,468,597,212
6,0,0,468,424,268
5,1,0,468,348,177
15,-1,1,468,433,266
2,0,0,468,406,307
11,0,0,469,111,270
6,0,0,469,424,268
10,0,0,469,80,213
8,1,0,469,456,271
4,0,0,469,250,122
7,1,0,469,594,279
5,1,0,469,348,177
1,0,0,469,193,333
3,1,0,469,374,370
2,0,0,469,407,307
15,-1,1,469,433,266
9,1,0,469,597,212
15,-1,1,470,433,266
1,0,0,470,193,333
6,0,0,470,424,268
11,0,0,470,111,270
8,1,0,470,456,271
4,0,0,470,249,121
5,1,0,470,348,177
9,1,0,470,596,213
3,1,0,470,373,370
2,0,0,470,407,306
10,0,0,470,80,214
7,1,0,470,594,279
4,0,0,471,250,122
3,1,0,471,373,369
10,0,0,471,81,215
8,1,0,471,455,271
2,0,0,471,407,307
11,0,0,471,110,270
6,0,0,471,422,267
7,1,0,471,594,279
1,0,0,471,193,333
15,-1,1,471,433,266
9,1,0,471,597,212
5,1,0,471,348,177
6,0,0,472,423,266
11,0,0,472,110,269
8,1,0,472,454,271
4,0,0,472,250,122
10,0,0,472,82,216
15,-1,1,472,433,266
2,0,0,472,407,308
1,0,0,472,193,333
7,1,0,472,594,279
5,1,0,472,348,177
9,1,0,472,597,212
3,1,0,472,373,369
11,0,0,473,110,269
3,1,0,473,373,369
1,0,0,473,193,333
6,0,0,473,424,267
4,0,0,473,250,122
5,1,0,473,348,177
8,1,0,473,454,273
9,1,0,473,597,212
7,1,0,473,594,279
2,0,0,473,406,310
10,0,0,473,81,214
11,0,0,474,110,269
9,1,0,474,597,212
10,0,0,474,80,214
3,1,0,474,373,369
5,1,0,474,347,177
8,1,0,474,455,272
4,0,0,474,251,123
7,1,0,474,594,279
6,0,0,474,424,268
1,0,0,474,193,332
2,0,0,474,406,312
3,1,0,475,373,369
1,0,0,475,193,333
2,0,0,475,406,312
10,0,0,475,80,214
7,1,0,475,594,279
5,1,0,475,347,177
8,1,0,475,455,273
4,0,0,475,251,124
11,0,0,475,110,268
9,1,0,475,597,212
6,0,0,475,424,268
8,1,0,476,455,271
6,0,0,476,423,269
9,1,0,476,597,212
10,0,0,476,80,213
2,0,0,476,405,314
11,0,0,476,110,269
7,1,0,476,594,279
1,0,0,476,193,333
4,0,0,476,251,124
5,1,0,476,348,177
3,1,0,476,373,369
10,0,0,477,80,213
4,0,0,477,252,126
3,1,0,477,373,369
2,0,0,477,404,316
11,0,0,477,110,269
1,0,0,477,193,333
5,1,0,477,348,178
6,0,0,477,423,269
7,1,0,477,594,279
9,1,0,477,597,212
8,1,0,477,454,271
4,0,0,478,253,128
2,0,0,478,404,316
10,0,0,478,80,214
3,1,0,478,373,369
5,1,0,478,348,178
8,1,0,478,454,271
7,1,0,478,594,279
9,1,0,478,597,212
1,0,0,478,193,333
6,0,0,478,423,269
11,0,0,478,109,269
8,1,0,479,454,272
4,0,0,479,254,129
10,0,0,479,81,215
6,0,0,479,424,270
1,0,0,479,193,333
3,1,0,479,373,370
2,0,0,479,404,317
11,0,0,479,110,271
5,1,0,479,348,179
9,1,0,479,596,213
7,1,0,479,594,279
1,0,0,480,193,333
2,0,0,480,404,316
11,0,0,480,109,272
6,0,0,480,424,271
8,1,0,480,454,273
5,1,0,480,348,179
9,1,0,480,596,214
4,0,0,480,254,129
3,1,0,480,373,370
10,0,0,480,80,215
7,1,0,480,593,279
9,1,0,481,596,213
1,0,0,481,193,333
5,1,0,481,347,179
4,0,0,481,254,128
3,1,0,481,373,369
7,1,0,481,594,279
8,1,0,481,453,273
2,0,0,481,404,316
6,0,0,481,425,270
11,0,0,481,109,272
10,0,0,481,80,215
1,0,0,482,193,332
11,0,0,482,108,271
7,1,0,482,594,279
2,0,0,482,403,316
3,1,0,482,373,369
6,0,0,482,426,268
10,0,0,482,79,215
8,1,0,482,454,273
4,0,0,482,254,127
5,1,0,482,347,177
9,1,0,482,597,212
9,1,0,483,597,212
4,0,0,483,255,128
7,1,0,483,593,279
1,0,0,483,193,332
3,1,0,483,373,369
2,0,0,483,402,317
6,0,0,483,426,268
5,1,0,483,347,178
11,0,0,483,107,270
10,0,0,483,80,215
8,1,0,483,453,273
2,0,0,484,402,317
1,0,0,484,193,332
6,0,0,484,425,268
5,1,0,484,347,179
7,1,0,484,593,279
3,1,0,484,373,369
4,0,0,484,256,129
10,0,0,484,78,214
11,0,0,484,107,272
9,1,0,484,596,212
8,1,0,484,455,271
5,1,0,485,347,178
9,1,0,485,596,213
8,1,0,485,455,271
3,1,0,485,373,369
1,0,0,485,193,333
12,1,0,485,440,287
7,1,0,485,593,279
2,0,0,485,401,316
4,0,0,485,256,129
11,0,0,485,107,271
10,0,0,485,79,215
6,0,0,485,424,268
2,0,0,486,401,316
11,0,0,486,107,271
9,1,0,486,596,213
12,1,0,486,440,287
1,0,0,486,193,333
7,1,0,486,593,279
10,0,0,486,80,216
3,1,0,486,373,369
4,0,0,486,256,129
15,-1,1,486,439,288
8,1,0,486,455,270
5,1,0,486,347,178
6,0,0,486,423,268
5,1,0,487,347,178
15,-1,1,487,440,290
11,0,0,487,107,271
2,0,0,487,400,316
7,1,0,487,593,279
1,0,0,487,193,333
8,1,0,487,457,271
4,0,0,487,256,128
6,0,0,487,422,269
9,1,0,487,596,213
3,1,0,487,373,369
10,0,0,487,80,217
1,0,0,488,193,333
5,1,0,488,347,179
2,0,0,488,401,315
10,0,0,488,80,215
9,1,0,488,596,213
4,0,0,488,257,128
6,0,0,488,422,270
8,1,0,488,458,270
7,1,0,488,593,279
11,0,0,488,107,269
3,1,0,488,373,369
15,-1,1,488,440,292
11,0,0,489,107,270
8,1,0,489,458,269
6,0,0,489,422,271
2,0,0,489,401,314
5,1,0,489,347,178
3,1,0,489,373,369
9,1,0,489,596,213
7,1,0,489,593,279
1,0,0,489,193,332
10,0,0,489,81,216
4,0,0,489,257,127
15,-1,1,489,440,293
3,1,0,490,373,369
4,0,0,490,257,128
2,0,0,490,401,315
11,0,0,490,107,269
9,1,0,490,596,213
6,0,0,490,422,271
5,1,0,490,347,177
7,1,0,490,593,280
1,0,0,490,193,332
10,0,0,490,82,217
15,-1,1,490,439,295
8,1,0,490,457,269
8,1,0,491,457,269
11,0,0,491,106,268
2,0,0,491,401,315
6,0,0,491,422,273
5,1,0,491,347,178
7,1,0,491,593,279
3,1,0,491,372,369
9,1,0,491,596,213
10,0,0,491,81,216
15,-1,1,491,440,296
1,0,0,491,193,333
4,0,0,491,258,128
9,1,0,492,596,213
10,0,0,492,81,216
3,1,0,492,372,369
4,0,0,492,258,128
5,1,0,492,347,179
15,-1,1,492,440,297
11,0,0,492,106,268
7,1,0,492,593,279
1,0,0,492,193,333
2,0,0,492,401,316
8,1,0,492,456,269
6,0,0,492,422,272
15,-1,1,493,440,299
8,1,0,493,457,270
6,0,0,493,420,274
7,1,0,493,593,280
2,0,0,493,401,316
9,1,0,493,596,213
4,0,0,493,258,129
5,1,0,493,347,179
11,0,0,493,106,267
1,0,0,493,193,333
10,0,0,493,82,217
3,1,0,493,372,369
4,0,0,494,258,129
10,0,0,494,82,218
6,0,0,494,420,275
11,0,0,494,106,267
2,0,0,494,401,316
8,1,0,494,457,271
9,1,0,494,597,212
5,1,0,494,347,179
1,0,0,494,194,333
3,1,0,494,372,369
15,-1,1,494,439,300
7,1,0,494,593,280
2,0,0,495,401,317
5,1,0,495,347,178
11,0,0,495,106,267
4,0,0,495,257,130
9,1,0,495,597,212
15,-1,1,495,439,301
8,1,0,495,457,271
10,0,0,495,82,217
3,1,0,495,371,369
6,0,0,495,419,276
1,0,0,495,194,333
7,1,0,495,593,280
5,1,0,496,347,177
2,0,0,496,402,316
3,1,0,496,372,368
6,0,0,496,418,275
9,1,0,496,597,212
1,0,0,496,193,333
11,0,0,496,105,266
10,0,0,496,80,215
4,0,0,496,257,130
8,1,0,496,457,272
15,-1,1,496,439,303
7,1,0,496,593,279
15,-1,1,497,439,305
10,0,0,497,80,215
1,0,0,497,193,333
5,1,0,497,347,177
4,0,0,497,258,130
2,0,0,497,403,316
11,0,0,497,106,267
6,0,0,497,418,275
7,1,0,497,593,280
8,1,0,497,457,272
3,1,0,497,372,368
9,1,0,497,596,213
15,-1,1,498,439,307
7,1,0,498,593,280
8,1,0,498,458,272
10,0,0,498,80,216
3,1,0,498,372,368
6,0,0,498,417,278
1,0,0,498,193,333
11,0,0,498,105,267
4,0,0,498,259,130
9,1,0,498,596,213
5,1,0,498,347,177
2,0,0,498,402,317
9,1,0,499,596,213
15,-1,1,499,439,308
8,1,0,499,453,269
5,1,0,499,348,178
7,1,0,499,593,280
3,1,0,499,373,369
1,0,0,499,193,333
2,0,0,499,403,317
6,0,0,499,417,278
10,0,0,499,80,215
4,0,0,499,260,131
11,0,0,499,105,267
1,0,0,500,194,333
5,1,0,500,348,179
2,0,0,500,405,318
15,-1,1,500,439,309
9,1,0,500,597,212
4,0,0,500,261,132
3,1,0,500,373,371
11,0,0,500,105,267
10,0,0,500,80,215
6,0,0,500,417,279
8,1,0,500,451,270
7,1,0,500,593,280
6,0,0,501,417,277
7,1,0,501,593,280
4,0,0,501,261,132
15,-1,1,501,439,310
10,0,0,501,80,215
11,0,0,501,104,268
5,1,0,501,348,178
1,0,0,501,193,333
8,1,0,501,450,268
9,1,0,501,597,213
3,1,0,501,375,371
2,0,0,501,405,317
6,0,0,502,418,275
7,1,0,502,593,279
15,-1,1,502,438,312
12,1,0,502,634,248
4,0,0,502,261,132
2,0,0,502,406,317
3,1,0,502,375,371
10,0,0,502,79,215
9,1,0,502,597,213
1,0,0,502,193,333
8,1,0,502,450,268
5,1,0,502,348,178
11,0,0,502,103,267
3,1,0,503,376,372
13,1,0,503,462,270
9,1,0,503,597,213
12,1,0,503,633,249
7,1,0,503,593,280
8,1,0,503,450,268
5,1,0,503,348,177
2,0,0,503,406,317
6,0,0,503,418,275
15,-1,1,503,438,313
1,0,0,503,193,333
10,0,0,503,79,215
4,0,0,503,261,131
11,0,0,503,103,267
8,1,0,504,449,268
5,1,0,504,348,178
9,1,0,504,596,213
6,0,0,504,418,275
3,1,0,504,376,371
11,0,0,504,103,267
1,0,0,504,193,333
13,1,0,504,462,270
4,0,0,504,261,131
12,1,0,504,633,249
15,-1,1,504,439,315
7,1,0,504,593,282
10,0,0,504,80,216
2,0,0,504,406,318
15,-1,1,505,438,316
10,0,0,505,80,216
3,1,0,505,376,371
9,1,0,505,597,213
12,1,0,505,642,248
11,0,0,505,104,267
7,1,0,505,593,282
6,0,0,505,417,276
4,0,0,505,261,130
13,1,0,505,464,271
8,1,0,505,448,267
2,0,0,505,408,317
1,0,0,505,193,333
5,1,0,505,348,177
9,1,0,506,597,212
10,0,0,506,81,217
2,0,0,506,408,317
6,0,0,506,417,275
3,1,0,506,376,371
15,-1,1,506,438,315
7,1,0,506,592,283
13,1,0,506,464,271
5,1,0,506,348,177
1,0,0,506,193,333
8,1,0,506,448,267
11,0,0,506,104,268
4,0,0,506,262,130
2,0,0,507,408,318
6,0,0,507,417,277
9,1,0,507,596,213
13,1,0,507,463,271
4,0,0,507,262,132
12,1,0,507,633,251
8,1,0,507,448,267
5,1,0,507,348,178
1,0,0,507,193,333
3,1,0,507,375,371
10,0,0,507,80,217
15,-1,1,507,438,317
11,0,0,507,104,268
7,1,0,507,593,283
11,0,0,508,104,267
9,1,0,508,596,213
12,1,0,508,640,251
1,0,0,508,193,333
3,1,0,508,374,371
5,1,0,508,348,179
2,0,0,508,409,317
6,0,0,508,416,278
15,-1,1,508,438,317
10,0,0,508,81,217
13,1,0,508,463,270
4,0,0,508,262,133
7,1,0,508,593,282
8,1,0,508,448,267
3,1,0,509,374,370
10,0,0,509,81,218
4,0,0,509,262,132
8,1,0,509,448,267
1,0,0,509,193,333
7,1,0,509,593,282
2,0,0,509,409,317
9,1,0,509,596,213
11,0,0,509,104,267
13,1,0,509,463,270
15,-1,1,509,438,318
6,0,0,509,415,280
5,1,0,509,349,178
1,0,0,510,193,333
15,-1,1,510,438,319
7,1,0,510,593,282
3,1,0,510,373,370
2,0,0,510,408,319
8,1,0,510,449,267
10,0,0,510,82,219
13,1,0,510,463,271
6,0,0,510,414,280
11,0,0,510,104,266
4,0,0,510,262,131
5,1,0,510,349,177
9,1,0,510,597,212
7,1,0,511,593,282
4,0,0,511,262,132
1,0,0,511,194,333
3,1,0,511,373,371
5,1,0,511,350,176
13,1,0,511,464,271
10,0,0,511,81,217
9,1,0,511,596,213
8,1,0,511,448,266
2,0,0,511,408,318
15,-1,1,511,438,321
11,0,0,511,104,265
6,0,0,511,414,280
6,0,0,512,415,280
15,-1,1,512,437,321
2,0,0,512,409,318
4,0,0,512,262,132
7,1,0,512,593,282
11,0,0,512,103,264
8,1,0,512,449,265
5,1,0,512,349,176
1,0,0,512,194,333
10,0,0,512,81,217
13,1,0,512,464,271
9,1,0,512,596,213
3,1,0,512,373,371
4,0,0,513,263,132
1,0,0,513,194,333
9,1,0,513,596,213
15,-1,1,513,437,322
5,1,0,513,349,176
6,0,0,513,416,277
11,0,0,513,104,265
7,1,0,513,593,282
3,1,0,513,373,372
13,1,0,513,464,272
2,0,0,513,409,319
8,1,0,513,448,264
10,0,0,513,81,217
1,0,0,514,194,333
8,1,0,514,448,263
11,0,0,514,103,265
4,0,0,514,263,132
15,-1,1,514,437,323
3,1,0,514,374,374
2,0,0,514,409,319
9,1,0,514,597,212
10,0,0,514,80,216
13,1,0,514,465,272
5,1,0,514,349,179
6,0,0,514,415,282
7,1,0,514,593,280
9,1,0,515,596,213
10,0,0,515,80,215
3,1,0,515,375,377
11,0,0,515,104,266
5,1,0,515,348,180
6,0,0,515,416,280
2,0,0,515,410,318
8,1,0,515,447,264
7,1,0,515,593,280
13,1,0,515,466,272
4,0,0,515,263,132
1,0,0,515,194,333
15,-1,1,515,437,323
3,1,0,516,376,378
9,1,0,516,596,213
2,0,0,516,412,318
1,0,0,516,194,333
8,1,0,516,447,264
11,0,0,516,102,266
15,-1,1,516,437,323
13,1,0,516,466,273
4,0,0,516,264,132
5,1,0,516,348,181
10,0,0,516,80,216
6,0,0,516,417,281
7,1,0,516,594,280
6,0,0,517,417,283
13,1,0,517,467,273
15,-1,1,517,436,324
2,0,0,517,413,319
1,0,0,517,194,333
11,0,0,517,102,266
9,1,0,517,596,213
8,1,0,517,446,264
3,1,0,517,377,379
4,0,0,517,264,131
10,0,0,517,80,217
7,1,0,517,593,280
5,1,0,517,347,184
5,1,0,518,347,185
8,1,0,518,446,264
10,0,0,518,80,217
11,0,0,518,101,266
7,1,0,518,593,281
9,1,0,518,597,212
15,-1,1,518,436,326
3,1,0,518,378,380
2,0,0,518,414,319
4,0,0,518,265,131
1,0,0,518,194,333
13,1,0,518,467,274
6,0,0,518,418,283
5,1,0,519,346,185
9,1,0,519,597,212
3,1,0,519,378,380
4,0,0,519,265,131
8,1,0,519,446,264
1,0,0,519,194,333
15,-1,1,519,436,326
11,0,0,519,101,266
2,0,0,519,415,319
6,0,0,519,419,281
10,0,0,519,80,217
13,1,0,519,467,275
7,1,0,519,593,282
6,0,0,520,419,283
9,1,0,520,597,212
11,0,0,520,101,266
3,1,0,520,379,380
15,-1,1,520,435,327
4,0,0,520,265,131
5,1,0,520,345,186
7,1,0,520,592,285
1,0,0,520,194,333
13,1,0,520,468,275
10,0,0,520,80,217
8,1,0,520,445,263
2,0,0,520,415,319
2,0,0,521,415,321
3,1,0,521,379,380
4,0,0,521,265,131
1,0,0,521,193,333
13,1,0,521,469,275
9,1,0,521,597,212
6,0,0,521,420,278
8,1,0,521,445,261
5,1,0,521,344,188
10,0,0,521,80,217
11,0,0,521,101,267
15,-1,1,521,435,328
7,1,0,521,592,287
11,0,0,522,101,267
4,0,0,522,265,132
15,-1,1,522,435,328
2,0,0,522,415,320
3,1,0,522,379,380
10,0,0,522,80,216
9,1,0,522,597,212
13,1,0,522,469,275
1,0,0,522,194,334
5,1,0,522,344,188
8,1,0,522,445,260
6,0,0,522,420,277
7,1,0,522,592,287
6,0,0,523,421,278
5,1,0,523,344,189
4,0,0,523,265,132
8,1,0,523,445,260
2,0,0,523,415,322
3,1,0,523,380,380
11,0,0,523,101,266
7,1,0,523,592,287
9,1,0,523,597,212
10,0,0,523,81,217
1,0,0,523,194,334
13,1,0,523,469,275
15,-1,1,523,435,329
2,0,0,524,415,323
1,0,0,524,193,333
8,1,0,524,446,260
15,-1,1,524,434,329
7,1,0,524,593,287
4,0,0,524,264,132
13,1,0,524,469,275
3,1,0,524,380,380
5,1,0,524,344,188
11,0,0,524,101,266
6,0,0,524,422,280
10,0,0,524,81,217
9,1,0,524,596,213
11,0,0,525,102,264
3,1,0,525,380,380
5,1,0,525,344,188
8,1,0,525,446,260
15,-1,1,525,434,329
13,1,0,525,469,274
6,0,0,525,422,280
2,0,0,525,415,325
4,0,0,525,264,132
9,1,0,525,597,214
1,0,0,525,193,333
7,1,0,525,594,287
10,0,0,525,80,215
13,1,0,526,469,274
9,1,0,526,597,214
2,0,0,526,415,328
3,1,0,526,379,380
1,0,0,526,193,333
11,0,0,526,101,263
6,0,0,526,420,279
8,1,0,526,447,260
4,0,0,526,264,132
5,1,0,526,344,188
10,0,0,526,81,217
15,-1,1,526,434,330
7,1,0,526,594,288
6,0,0,527,421,277
11,0,0,527,101,263
1,0,0,527,193,333
8,1,0,527,448,258
4,0,0,527,264,132
9,1,0,527,597,214
10,0,0,527,81,218
13,1,0,527,469,275
3,1,0,527,379,379
5,1,0,527,344,189
15,-1,1,527,434,330
2,0,0,527,415,331
7,1,0,527,595,288
9,1,0,528,597,213
13,1,0,528,469,274
15,-1,1,528,433,331
8,1,0,528,448,258
5,1,0,528,343,190
11,0,0,528,101,263
1,0,0,528,193,333
7,1,0,528,595,289
2,0,0,528,415,331
4,0,0,528,264,133
3,1,0,528,379,379
10,0,0,528,81,218
6,0,0,528,421,280
8,1,0,529,448,259
11,0,0,529,101,262
4,0,0,529,264,133
10,0,0,529,81,218
6,0,0,529,420,282
15,-1,1,529,433,331
5,1,0,529,343,190
13,1,0,529,468,274
3,1,0,529,380,380
2,0,0,529,415,331
9,1,0,529,597,212
7,1,0,529,596,290
1,0,0,529,193,333
5,1,0,530,343,190
13,1,0,530,468,274
11,0,0,530,100,263
2,0,0,530,416,330
10,0,0,530,81,218
15,-1,1,530,433,331
4,0,0,530,264,131
7,1,0,530,596,290
3,1,0,530,380,382
6,0,0,530,421,286
1,0,0,530,193,333
8,1,0,530,448,261
9,1,0,530,597,212
8,1,0,531,449,261
4,0,0,531,264,132
11,0,0,531,100,263
7,1,0,531,597,290
13,1,0,531,468,274
10,0,0,531,81,217
3,1,0,531,381,384
15,-1,1,531,432,331
5,1,0,531,343,192
6,0,0,531,420,290
9,1,0,531,597,213
1,0,0,531,193,333
2,0,0,531,417,331
9,1,0,532,597,212
13,1,0,532,468,273
1,0,0,532,193,332
7,1,0,532,596,290
3,1,0,532,382,385
8,1,0,532,449,261
11,0,0,532,100,263
10,0,0,532,80,216
2,0,0,532,418,332
15,-1,1,532,432,331
6,0,0,532,421,289
5,1,0,532,343,193
4,0,0,532,264,132
8,1,0,533,449,263
4,0,0,533,264,132
6,0,0,533,420,288
7,1,0,533,596,290
13,1,0,533,469,275
1,0,0,533,193,333
11,0,0,533,100,264
15,-1,1,533,432,332
5,1,0,533,343,193
2,0,0,533,419,333
9,1,0,533,597,212
10,0,0,533,80,216
3,1,0,533,382,385
11,0,0,534,99,265
2,0,0,534,421,332
9,1,0,534,597,212
10,0,0,534,80,218
15,-1,1,534,431,333
13,1,0,534,469,275
4,0,0,534,264,133
7,1,0,534,596,290
3,1,0,534,383,385
5,1,0,534,343,194
1,0,0,534,193,334
8,1,0,534,449,265
6,0,0,534,421,292
3,1,0,535,383,385
5,1,0,535,343,194
1,0,0,535,193,333
8,1,0,535,449,263
2,0,0,535,421,332
4,0,0,535,264,134
9,1,0,535,597,213
11,0,0,535,99,265
10,0,0,535,80,218
13,1,0,535,469,274
7,1,0,535,596,290
6,0,0,535,421,293
7,1,0,536,596,291
11,0,0,536,99,265
13,1,0,536,469,273
5,1,0,536,343,194
3,1,0,536,383,385
10,0,0,536,80,218
2,0,0,536,421,332
1,0,0,536,193,334
4,0,0,536,264,134
8,1,0,536,449,263
6,0,0,536,421,293
9,1,0,536,597,213
3,1,0,537,383,385
8,1,0,537,449,263
6,0,0,537,421,293
9,1,0,537,597,212
11,0,0,537,98,264
10,0,0,537,80,217
1,0,0,537,193,333
2,0,0,537,421,332
13,1,0,537,469,273
7,1,0,537,596,291
4,0,0,537,264,132
5,1,0,537,343,193
1,0,0,538,193,333
13,1,0,538,469,274
11,0,0,538,98,263
8,1,0,538,450,263
6,0,0,538,421,295
10,0,0,538,79,216
3,1,0,538,383,386
2,0,0,538,421,333
7,1,0,538,595,293
4,0,0,538,264,132
5,1,0,538,344,193
9,1,0,538,597,212
5,1,0,539,344,193
4,0,0,539,264,132
13,1,0,539,470,273
1,0,0,539,193,333
7,1,0,539,596,294
11,0,0,539,98,263
8,1,0,539,450,261
6,0,0,539,421,296
3,1,0,539,382,386
2,0,0,539,422,332
9,1,0,539,597,212
10,0,0,539,80,217
5,1,0,540,344,194
6,0,0,540,422,295
3,1,0,540,382,386
10,0,0,540,80,218
1,0,0,540,193,333
4,0,0,540,264,132
2,0,0,540,421,333
7,1,0,540,597,295
11,0,0,540,99,264
8,1,0,540,449,263
9,1,0,540,597,212
13,1,0,540,469,272
13,1,0,541,468,273
8,1,0,541,449,263
4,0,0,541,264,132
5,1,0,541,345,194
9,1,0,541,597,213
6,0,0,541,422,294
11,0,0,541,99,263
1,0,0,541,193,333
10,0,0,541,80,217
2,0,0,541,421,334
7,1,0,541,598,295
3,1,0,541,381,387
13,1,0,542,469,273
5,1,0,542,345,195
9,1,0,542,597,213
6,0,0,542,423,294
1,0,0,542,193,334
8,1,0,542,450,261
10,0,0,542,80,216
2,0,0,542,420,336
4,0,0,542,264,133
11,0,0,542,99,264
3,1,0,542,380,387
7,1,0,542,598,295
3,1,0,543,380,386
